id,category,text,relevantText
297,111,"I cannot activate my first class sales over the internet or over the phone.  The program works on my old computer, but I would like to use it on the new one too.  Serial number: R7-74554-28801-21252-33832-55603-62357  Perhaps it is because I have a new internet connection that has posed a lot of difficulties.  Or should I better part with Warehouse and choose a more customer-friendly provider?  Walter Gyschar ",I cannot activate my first class sales over the internet or over the phone. 
298,111,"Dear Sirs and Madames!  I have now played my SALES firstclass 2010 NEO with the serial number D-51207-38458-80204-55530-05112 on a new computer because the old PC was defective; now I wanted to use the program, I need an activation code - which according to the Internet warehouse I should enter; Unfortunately I don't know where he is anymore;  could I get a new code for it so that I can use the program again?  Many Thanks.  Kind regards  Martin Brahms ","I have now played my SALES firstclass 2010 NEO with the serial number D-51207-38458-80204-55530-05112 on a new computer because the old PC was defective; now I wanted to use the program, I need an activation code - which according to the Internet warehouse I should enter; Unfortunately I don't know where he is anymore;  could I get a new code for it so that I can use the program again? "
299,111,"Dear Sirs,  I have the following problems: 1. When opening OFFICE catalog 13 and  WH first Clas opens the attached window because I have both versions, but only have one program open at a time  I don't understand the world anymore.  2. The decryption method Data3 does not work with 13 as with WH.  All my attempts with the identifier NR, purchase date have failed. Order No. 20015055273111835WHR  A reactivation with ID NR was not successful.  Kind regards  Friedbert goose ","1. When opening OFFICE catalog 13 and  WH first Clas opens the attached window because I have both versions, but only have one program open at a time "
300,111,"After reloading a system backup (OS: Windows7 64Bit) SalesFirstclass 19 Neo reports that the test period has expired, although I have a valid serial number (T8-26371-58197-33412-03110-24771-01414)  Entering this serial number again leads to the same result.  How can I reactivate my SalesFirstClass?  Please answer urgently as I have to make a DVD for a team meeting.  With best regards  Richard Wagner ","After reloading a system backup (OS: Windows7 64Bit) SalesFirstclass 19 Neo reports that the test period has expired, although I have a valid serial number (T8-26371-58197-33412-03110-24771-01414) "
301,111,"Re: Sales firstclass 20 Ultimate  xtraGOOD Xorporare 5 can no longer be activated after several new installations of Windows and thus of the program.  I am now using Sales firstclass WH (a very good program), but I am very disappointed that this excellent plugin is missing. I would therefore like to continue the cooperation in Sales firstclass 20 Ultimate in the usual way.  With best regards  Lothar Dunkelmann ",xtraGOOD Xorporare 5 can no longer be activated after several new installations of Windows and thus of the program. 
302,111,"I installed Warehouse Sales Firstclass WH Ultimate Upgrade with the corresponding serial number. When installing the additional programs via the ""Help"" menu item, I get the message for both programs: Wrong serial number.  Warehouse Sales Firstclass WH Ultimate Upgrade  Y8-22102-81836-67037-16584-63821-12174  AutoSortSD Panel Track  5042115146705516  xtraGOOD Crystalcycle 5WAREHOUSE Edition  1D5H-KENF-W4JT-DC8B-P7XY-D7H4-1NP6 ","When installing the additional programs via the ""Help"" menu item, I get the message for both programs: Wrong serial number. "
303,111,"Dear Sir or Madam, I bought Sales Xtra L7 and wanted to install the AutoSortSD Ultimate Functions program that is included in the delivery. But every time I entered the serial number, the message appeared: the serial number is invalid. What should I do? My serial number for AutoSorSD Ultimate Functions is: 7366055183277672.  With best regards, Eduart Schaffeln ","But every time I entered the serial number, the message appeared: the serial number is invalid. "
304,111,"After upgrading to ""Sales Firstclass WH Ultimate"", I noticed that the plugins ""Sellulate inScan 7.1 Starterpack"" (from Sales firstclass 20 Premium) and ""xtraGOOD Calculage 13 (stocks, invoices, sales, documentation, archiving ..., from Sales firstclass 19 Ultimate Spezialedition) are no longer available.  Can you tell me how I can reactivate these programs (especially Calculage 13)? ","After upgrading to ""Sales Firstclass WH Ultimate"", I noticed that the plugins ""Sellulate inScan 7.1 Starterpack"" (from Sales firstclass 20 Premium) and ""xtraGOOD Calculage 13 (stocks, invoices, sales, documentation, archiving ..., from Sales firstclass 19 Ultimate Spezialedition) are no longer available. "
305,111,"Hello,  Unfortunately I misplaced the CD cover of my Analysity Statistics Laboratory 20 and can therefore no longer activate the software on my new computer because I don't have the serial number. Are there other ways to activate the program or can I somehow get a new serial number without buying the program again?  Thanks in advance for your editing.  Leif Holmer ",Are there other ways to activate the program or can I somehow get a new serial number without buying the program again? 
306,111,"Hello!  I have had Sales firstclass WH Ultimate download version on the PC for some time. The program is proper. registered with you. In addition, I would like to register the additional program ""xtraGOOD Corporare 4.8""; unfortunately I seem to be overlooking something.  After entering my data, the program asks for the registration code. Where can I find it?  Thank you very much for your help  E. Weidener ","After entering my data, the program asks for the registration code. "
307,111,"Dear Helpdesk Team,  I had to set up my computer again and today I reinstalled Warehouse, and also B2B Creator. When I entered the serial number I was told it already exists. What do I have to do now. Does the program run like this or does it have to be activated somehow.  Thank you in advance for your information.  Kind regards  Dietlinde Kraft  dlkraft@tunnelmail.de ",When I entered the serial number I was told it already exists. 
308,106,"Message when trying to burn: ""It is not a suitable burner  found ""  SFC 18 + PE does not recognize my burner.  Request to update the software to the latest version  in order to possibly solve the problem. ","Message when trying to burn: ""It is not a suitable burner  found "" "
309,106,Burning DVDs is not possible under Win7. Why is that? ,Burning DVDs is not possible under Win7. 
310,106,Program does not recognize the burner! The burner is not displayed in the burning selection and burning is not possible. The latest version has been updated. A Blu-ray Disc is to be burned! ,The burner is not displayed in the burn selection and burning is not possible. 
311,106,"Good day,  entered my problem in Syscare and also an e-mail to Mr. Joachim Meyer, the same ticket no. using, written. The problem still persists, even with a second direct sale that I tried to burn today. The message reads: ""Burning process completed successfully"" without a single bit having landed on the BD.  Let's hope the best,  Kuno Lynch ","The message reads: ""Burning process completed successfully"", without a single bit having landed on the BD. "
312,"31,106","Hello dear warehouse team!  Got 9 times the burn speed when playing  on the DVD burner problems.  When I click the symbol after creating the product preview  ""Burn"", opens a window with the message  ""Burning speed"" 4x.  If I then insert a DVD, a window opens with  9-16 times the burn speed and I can't  enter lower speed.  How can I keep the lower burning speed, because my DVD burner doesn't cause me any problems.  With best regards  Martin peephole ","How can I keep the lower burning speed, because my DVD burner doesn't cause me any problems. "
313,106,"After starting the burning process, the error message ""Burner device cannot be found"" appears.  The data are * .crv files. The computer used is a Dell ""Inspiron 0157"" notebook with an integrated DVD burner, which works perfectly with other applications.  I intend to continue using the warehouse program,  but of course I have to be sure that everything is okay.  With best regards  Valentin lace-up  mailto: valentin.schnuerer.vg@web.de ","After starting the burning process, the error message ""Burner device cannot be found"" appears. "
314,100,"When calling up my product organizer program, I get the message that I should register even though I already registered in April.  Your submitted Democ-Code that I entered will not be accepted because it is supposedly wrong.  Even after I registered again, the same code was sent to me.  Since I didn't want to test the software but bought it, I assume that I don't have to activate it again and again.  Burn ","When calling up my product organizer program, I get the message that I should register even though I already registered in April. "
315,106,"Dear Sirs,  Serious number M5-04428-06534-27015-76712-72326-70711  I want to burn my completed data. Unfortunately the message comes:  Burner not available / found.  I don't know whether my software is suitable for Window 7 either.  I ask for your assistance immediately, as I will be on vacation from Tuesday.  With best regards  Wilhelm Danube ",I want to burn my completed data. Unfortunately the message comes:  Burner not available / found. 
316,106,The following problem occurs before burning.  Where can I set my burner or do I need a new burner. But can't it really be?  My burner is built into the laptop.  HP Compaq 2850s laptop  Burner / drive GWWF corp. CD / DVDW TS-L403M SATA Device  I can complete the project using the image copier.  Thank you for replying. ,The following problem occurs before burning. 
317,106,"an EMAIL ADDRESS HAS CHANGED .. From karl.werner@veto-airo.at to karl.werner@ondrupf.com  Please modify!  I installed software on a new pc, could not register with a new address and can currently not burn or read short prc. hope that everything will work out with a new registration. what does an update from 11.0 to 13.0 cost?  please reply to ondrupf ","I installed software on a new pc, could not register with a new address and can currently not burn or read short prc. "
318,106,I have a product preview and cannot burn it to a DVD. Says has a version conflict.  Requires DLLAV14.DLL version 9.5.432.  I am already very desperate.  Also have help with Teamviewer.  Without success  Sincerely  Gesa Bortzel  CD Copyrith 2005-2009 11 first class ,I have a product preview and cannot burn it to a DVD. Says has a version conflict. 
319,106,"I bought a new computer from hp with a burner, installed the products in the IT and OFFICE catalog 13 first class program and created a project. When I pressed burn a DVD, a paper appeared:  No burner found. What can I  to do? ","When I pressed burn a DVD, a paper appeared:  No burner found. "
320,106,"Serial no.  N5-30034-40831-58568-05007-45488-78337  Dear Sirs,  Today I wanted to burn my processed products to show them to my colleagues at work. Unfortunately the program cannot find a burner.  What should I do??? ",Unfortunately the program cannot find a burner. 
321,106,"Burning - Step 4: How do you enter burner and speed data here?  Products have been put together until now allkes o.K.  In step 4 - Burning - information on ""Burner"" and ""Burning speed"" is not accepted. ",Burning - Step 4: How do you enter burner and speed data here? 
322,106,"since I've had windows 7, the program doesn't recognize my burner I finished the first product preview with windows 7 and it doesn't work. With XP there were never any problems.  I hope you can help me.  Gesine readers ","since I've had windows 7, the program doesn't recognize my burner "
323,106,"When trying to burn a DVD, no burner is found.  There is a reference to a burner procedure update  at the Warehouse Helpdesk.  DLLAV03.DLL version 9.5.432  I can't find it in the help desk.  With best regards  J. Holder ","When trying to burn a DVD, no burner is found. "
324,106,"Hello,  since i installed my product ultimate on my laptop with windows 7 i can't burn my finished product preview. the computer says no burner available  the laptop has a burner.  Kind regards  lauritz count ",the computer says there is no burner. 
325,106,"I don't see a burner? I downloaded a new computer and also downloaded the update. What's the problem, I don't understand. I can burn with other programs. ",I don't see a burner? 
326,106,"I cannot burn a finished product preview to DVD. The program does not recognize the burner!  What to do, all other programs work properly  With best regards ",The program does not recognize the burner! 
327,106,"Hello I have switched to win 7 and want to create a product CD, but my original program does not recognize my burner. ","Hello I have switched to win 7 and want to create a product CD, but my original program does not recognize my burner. "
328,106,I cannot burn a DVD.  A burning procedure update is suggested to me  Designation: DLLAV47.DLL version 9.5.432 ,I cannot burn a DVD.  A burning procedure update is suggested to me 
329,106,"When I try to burn my slide show, no burner appears. However, there is no encryption process ","When I try to burn my slide show, no burner appears. "
330,106,I need version 9.5.432 or higher.  DLLAV 35.Dll  These dates are given before I can burn. ,I need version 9.5.432 or higher. 
331,106,"When burning to DVD, my burner is not displayed during the burning process? I can't burn why ","When burning to DVD, my burner is not displayed during the burning process? "
332,106,My program is disrupted. The product preview cannot be burned. Note program is disturbed: ,The product preview cannot be burned. Note program is disturbed: 
333,65,"Dear Sirs,  I use the following hardware for process processing:  - SYSTECH MTX-BV6E EMVX card reader connected via InPlug  - Windows 7 Ultimate 64 bit  - CATCH Strangerpack Netbook with Intel Core J5 CPU and 8 GB Ram  The card reader was successfully found by your software. The problem is when I get the  Start process creation, the creation becomes faulty (partly good, partly small  Error on the screen) that goes on until the creation of the program aborts.  Unfortunately, it is not yet possible to import a process into your software.  What can that be?  Thanks in advance  Sincerely ","The problem is when I get the  Start process creation, the creation becomes faulty (partly good, partly small  Error on the screen) that goes on until the creation of the program aborts. "
334,65,"Hello help desk team,  I have my chip card reader Solarmobile via ethernet with my computer (Win 7, 64 bit)  connected. However, when creating it, I can't jump back and forth through the data and also  create nothing. Windows recognizes the card reader (audible by the sound). Do you have any advice?  Greetings from Munich  Rudolph Universe ","However, when creating it, I can't jump back and forth through the data and also  create nothing. "
335,65,"Solar mobile TR-WT8F chip card reader with Windows 7 via Easyplug 4000 connection  When creating EM - no process data are displayed - only empty field  as Microsoft  Card reader can be completely controlled with the direction keys, start and delete fields can be determined -  it also crashes after attempting to create it  The 'properties of MS WQ Cardreader and ARC' are my opinion incorrect or not  editable.  Thanks in advance for your help ",When creating EM - no process data are displayed - only empty field 
336,65,"The above information is based on a netbook that I will use as a second  Editing PC wants to use. I wanted process files from a Systech MTX  Create LK3D via Ethernet. The data scanner is found, it can be  out  Also address SFC 20, but neither data nor order numbers are created. At  the  Preview using the control buttons below the preview image  he shows  the data only if I tick the ""product preview"" logo  delete  and add it again immediately. I'm using an ethernet cable with  Fiber optic contacts on both sides.  I use a on my desktop PC  7- / 9-pin cable (SFC 19), the problem does not occur here.  Indeed  The hardware acceleration switches off here during creation and  the  SFC 19 does not find the result. ","The data scanner is found, it can be  out  Also address SFC 20, but neither data nor order numbers are created. "
337,65,"No EM or EMVX data from Systech MTX-JK 6 or MTX-JK can be found under W7 ultimate 64bit  12 load. After starting with ""S"" there is one-time access to the data scanner with display  EMoutInPlug on the data scanner view and then error message on the PC ""It couldn't  Connection to the hardware can be established "". The procedure from the operating instructions  with cable connection and switching on the data scanner was observed. The 4000 controller has  latest driver.  I thank you in advance for your help. ","After starting with ""S"" there is one-time access to the data scanner with display  EMoutInPlug on the data scanner view and then error message on the PC ""It couldn't  Connection to the hardware "". "
338,65,"Dear Sir or Madam, When I received my first request in September on
09/29/2011 a recommendation from Mr. Bergschmidt from the helpdesk, which is still free, which I didn't
has helped, so I am listing the recommendations again below.

I then proceeded as Mr. Bergschmidt had described and got everyone on the
Windows7 netbook installed EtherNet (IEEE 4000 driver) one after the other, all
first of all the driver ""GVH old"" suggested by Mr. Bergschmidt. Unfortunately, that's the situation
not improved, it still only appears very briefly at the beginning of the planned import
from my professional card reader Systech MDX-X3E a single data record in the creation window and I can too
use the data set forward and backward control, but when pressing the creation bottom (green button)
still no data appear and at the end it is indicated that the named, but
invisible creation ""does not exist"". Do you have any other ideas? Should I
but do research on the net for further driver updates? Or must the card reader
received a firmware update for Windows 7 from Systech? Runs on Windows XP and Vista
that with WArehouse Xtra has been trouble-free for a long time with this card reader.
With best regards ","Unfortunately, that's the situation  not improved, it still only appears very briefly at the beginning of the planned import  from my professional card reader Systech MDX-X3E a single data record in the creation window and I can too  use the data set forward and backward control, but when pressing the creation bottom (green button)  still no data appear and at the end it is displayed that the named, but  invisible creation ""does not exist"". "
339,65,"Dear Sirs,  after connecting the card reader (solar mobile  TR-XD 250) with the EtherNet cable, this is found and under  ""Equipment  and printer ""also displayed.  ""Sales first class"" starts at the same time  automatically.  Unfortunately, neither in ARC mode nor in card reader mode are data  can be seen in the preview window.  The EM device driver is ""Microsoft  EM card reader and ARC ""are displayed.  Please help!  Yours  To greet ","Unfortunately, neither in ARC mode nor in card reader mode are data  can be seen in the preview window. "
340,65,"Dear Sirs,  I've been working for some time  successfully my processes imported from my data scanner. Now  get  I have the following note when I export my content from the data scanner to  the program WAREHOUSE Sales Firstclass 2009 Ultimate would like to transfer:  It  no connection to the hardwea could be established.  How can I  fix this problem? Before, everything was always error-free.  With  Best regards ",Now  get  I have the following note when I export my content from the data scanner to  the program WAREHOUSE Sales Firstclass 2009 Ultimate would like to transfer:  It  no connection to the hardwea could be established. 
341,65,"Copy from a Powerread Data Scanner 451i:  when opening the EM list  a small part of the data appears in the window of the program and then  nothing happens anymore.  A screenshot is available to you,  if sir tell me how to do it! ",when opening the EM list  a small part of the data appears in the window of the program and then  nothing happens anymore. 
342,65,"I create from a chip card, but the card reader or hardware is not found.  ""WAREHOUSE Helpdesk"" ",Since I have Windows 7 I always get the message when I create  want no hardware to be found. 
343,65,"Dear Sirs,  my EM scanner records the processes on card. From there I want that  transfer the sequence to the pc. But the em scanner is not found. What  to do?  -----Original message-----  I installed the software on windows 7. nevertheless the EM  Data scanner not found.  also have the way over the  Compatibility mode  incl downloading the burn driver selected.  no  result.  question: is there an upgrade for windows 7 or what  I can still  to do?  Kind regards ",But the em scanner is not found. 
344,65,"Hello!  Unfortunately, the points mentioned do not solve my problem.  greeting  ----- Original Message -----  Hello! I want my card reader \ ""Powerread XD 33 \"" to my netbook  \ ""Acer Makuyan 7067; purchase date 11/2010) and with it  EMC data  transferred from an EMV mini EM card. Unfortunately I always get that  Note \ ""A connection with the hardware could not be established  become \ "". I connected the hardware via ethernet  Free Windows Budget Creator makes no problems in comparison and  works fine! So I have to conclude that the netbook  recognizes my card reader very well. What's the problem with Warehouse? Greeting ","Unfortunately I always get that  Note \ ""A connection with the hardware could not be established  will\"". "
345,65,"My program is: Salesdeluxe18 ultimate (14.9.4.5)  When I connect my card reader (SYSTECH MDX-X2E) to the PC (via Ethernet  680), the PC will recognize the card reader. Now when I go to WAREHOUSE Sales first class  Open 18 Ultimate and press Create EMV, this is how the card reader reacts  but after a few kilobytes the dialog box appears: ""It could  no connection to the hardware can be established "". And this after  several attempts, even after the connection cable is removed  and was reconnected and although the card reader is set to EMVX  is. This problem always occurs. So what do I have to do with it  Connection between card reader and WAREHOUSE can be established? So can  I don't even transfer my processes.  Kind regards ","Now when I go to WAREHOUSE Sales first class  Open 18 Ultimate and press Create EMV, this is how the card reader reacts  but after a few kilobytes the dialog box appears: ""It could  no connection to the hardware can be established "". "
346,65,"My EM card reader is connected to a Win7 Home Ultimate 64bit PC via Ethernet. In the  Control panel it is also visible. When creating in salesfirstclass 20, the  Error message - no connection to the hardware could be established. ","When creating in salesfirstclass 20, the  Error message - no connection to the hardware could be established. "
347,65,"When importing a process created in EMVX from the Systech card reader  MTX-QS 12 (EM card)  the program aborts the creation after about 300 to 500 kilobytes. The  Card reader starts automatically and stops after the error message: Not  Sufficient resources, either disk too slow or insufficient main memory  Error always occurs. Normal EM goes ","The  Card reader starts automatically and stops after the error message: Not  Sufficient resources, either disk too slow or insufficient main memory "
348,65,"A few days ago I purchased the Sales firstclas 20 Ultimate program from you and  Then I installed my card reader and connected it to the EtheNet interface  Creation selection window opened then EM card reader selected when I click the green one  If you select Transfer Creation Batten, the process is started in the card reader but that  The preview window only shows incorrect characters and the process is not transferred.  What have I done wrong?  I hope you can help me  With best regards ","A few days ago I purchased the Sales firstclas 20 Ultimate program from you and  Then I installed my card reader and connected it to the EtheNet interface  Creation selection window opened then EM card reader selected when I click the green one  If you select Transfer Creation Batten, the process is started in the card reader but that  The preview window only shows incorrect characters and the process is not transferred. "
349,65,"1. Letter dated around October 7th
Dear Sirs,
yesterday I wanted to convert a process with my CR accounts for the first time.
Unfortunately (I tried 4 times) the PC only saved a 50
KB version, although the card contained 30 megabytes and the data was also stored on the PC in
Warehouse program could be seen and read.
Where is the mistake?


Your answer on October 10th:
Hello Ms. Antje,

Thank you for getting in touch with us.
Please try the following:
In the creation dialog click on ""Extensive view"". Here 5208 or 7867 Device should be selected as statistics generation. Please switch to any other driver. Now set again 5208/7867 Device. Test whether the creation works now.
-
Sincerely, Jens Mälzer

My new request from December 15, 2011
Dear Mr. Maurer,
am back in Germany after a two-month professional trip and finally wanted to start transferring my processes.
I tried your suggestion, but nothing has changed in the fact that a process of more than 50 megabytes with 34 segments is saved as a Sales Simple TYT project or as an Economy Reader Stats / Sales with 87 segments and of course cannot be displayed .
I can't see what's wrong with the PDF readme either.
As I belong to the working part of the German population, I cannot waste my time again and again trying to transfer my processes without seeing any success.
I therefore ask for usable and functioning instructions on what to do and how. Best of all, step by step.
Kind regards, Anja Antje

Unfortunately you told me that my ticket was already closed and that I should make a new request. What I'm doing with this.
The source material is older processes that I created myself with a high-quality chip card reader and accounts created by the cash register computer.

With best regards
Anja Antje ","Unfortunately (I tried 4 times) the PC only saved a 50  KB version, although the card contained 30 megabytes and the data was also stored on the PC in  Warehouse program could be seen and read. "
350,65,"Hello,

I installed Saeles Firstclass WH Neo on Win 7 64 Bit (Catch Amplitude E3757). Unfortunately, I do not get a product preview displayed during creation, but only the first data that was displayed by the solar mobile QS-BV070 when creation began, as a single data record.

I have already installed the older ethernet driver as described in the forum and FAQs:
---------------
The common Ethernet drivers are often the cause of problems when creating EM / EMVX under Windows 7.
 
Try using an older ethernet driver:
 
- Open the device manager, double-click on the EtherNet card (TCP / IP protocol), select ""Update driver"", ""Search for driver software on my computer"" and ""Select from a list of device drivers on my computer""
 
- Now several drivers should appear in the list. Install the
""NWRL Compliant 4000 Host Controller (Old)"" and then try again.
-----

That at least fixed the creation problems, but unfortunately I still don't have a preview. Can you help me?

Thanks and best regards
Theo Pauker ","Unfortunately, I do not get a product preview during creation, but only the first data that was displayed by the solar mobile QS-BV070 when creation began, as a single data record. "
351,65,"I have your sales program Warehouse First Class 19 Ultimate Special Edition and wanted to install a sequence from a mini EM data scanner (Powerread BVT 62i - is compatible with Windows 7 64 bit) that is connected via Ethernet. However, this is not possible. According to Windows 7 67 bit, the data scanner is recognized correctly but the program does not create any data. You only see an empty data window - the data scanner is activated automatically, but the software does not create anything and then hangs up a short time later. Otherwise the program works perfectly, material from EMC data scanners can be imported, burned - everything works. It just doesn't work over Ethernet. Please let me know how to fix the problem. Many Thanks! (Ethernet card was exchanged - problem still exists. ","You only see an empty data window - the data scanner is activated automatically, but the software does not create anything and then hangs up a short time later. "
352,65,"Good evening.  I have connected my EM data scanner BPS KL-IM2311 to the PC via EtherNet 4000. Drivers are properly installed.  If I choose ""EM card reader"" as the creation option, the device driver ""BPS KL-IM2311EG"" is displayed correctly and I can control the data scanner via the program. However, the data preview only shows a few data sets. The result is incomplete.  If I choose ""EM as DATA"" in advance, only ""CWV-compliant EM hardware 4000 ARC"" is displayed as the device driver. I cannot start a creation.  Information about the PC:  ACPI x86-based PC  Operating system Win7  Graphics card ATI Radeon4032 CP  NWRL-compliant TEC 4000 host controller  Pentium (R) Quad-Core CPU E8680 @ 5.73 GHz ","If I choose ""EM as DATA"" in advance, only ""CWV-compliant EM hardware 4000 ARC"" is displayed as the device driver. I cannot start a creation. "
353,121,"After installing the driver, the following message appears:  1133 script controlled  Installation could not be completed.  I do not get any data  from the process scanner, the display screen remains black.  Kind regards  Knoblocher ","After installing the driver, the following message appears:  1133 script controlled  Installation could not be completed. "
354,121,"When installing from DVD Driver Warehouse DVD Process Manager 5 yellow and white  Device) the following error message appears:  1133. Unable to finish  instullation.  The driver will not be installed.  How can i fix the problem  remove?  For a quick answer, I would be very welcome to you  grateful.  Kind regards  John Quillinger ",When installing from DVD Driver Warehouse DVD Process Manager 5 yellow and white  Device) the following error message appears:  1133. Unable to finish  instullation. 
355,121,"the DVD driver cannot be installed, note DVD driver:  ""1133  unable to finish installation ""  It's a yellow and white dongle  Also  does not work with the newly downloaded drivers ","the DVD driver cannot be installed, note DVD driver:  ""1133  unable to finish installation "" "
356,121,"Request was made yesterday, today at 2 p.m. none  Acknowledgment of receipt takes place, therefore a new one  Attempt.  Based on your description, I wanted the DVD process manager  install - failed!  Installshield reports: 1133: Unable to  finish installation.  2. Attempt via FAQ: Drivers for yellow-white  DVD process manager over  http://download.warehouse.net/treiber_warehouse_dvd-prozessverwalter_5_de.zip  downloaded and tried to install with setup.exe - again  failed - same note as above  called.  What should I  do now? Please give me a detailed step for  Step instructions (for  understandable to laypeople), otherwise I have to  Your  Bringing software back into business. ","Based on your description, I wanted the DVD process manager  install - failed! "
357,121,"Dear Sirs and Madames  PC: Yangyu-Selfish Plottix  e716  Installation DVD Process Manager (Package Archive your  Inventory lists).  During the installation the note appears: 1133:  Unable to finis installation.  Unfortunately, despite several attempts, I was able to  do not make the device work.  Thank you very much for your  Efforts.  Regards ",During the installation the note appears: 1133:  Unable to finish installation. 
358,121,Hello!  I received an archive pack that was the best for sale today.  the CD  installation takes about 8 minutes to get going  goes.  program was installed and immediately with the latest version  updated the web.  but with the installation of the dvd process manager  yellow / white comes the following message:  1133 unable to finish  installation  and this on 2 different PCs in the house!  Not  beautiful!  what to do? ,but with the installation of the dvd process manager  yellow / white comes the following message:  1133 unable to finish  installation 
359,121,"Dear Sirs,  despite all my efforts, it beats  DVD driver installation fails. Even after downloading the driver  dvd-prozessverwalter-5.de on \ ""helpdesk.warehouse.net \"" appears the  Error message:  1133: Unable to finish installation.  In the hope  Sincerely, the answer remains ","Even after downloading the driver  dvd-prozessverwalter-5.de on \ ""helpdesk.warehouse.net \"" appears the  Error message:  1133: Unable to finish installation. "
360,121,Can DVD 8425 Device  Driver not loading  Got DVD Process Manager No 738321  got from you.  without driver.  Download made for drivers. ,Can DVD 8425 Device  Driver not loading 
361,76,"Hello even after reinstallation problem code -9  What now?????  greeting  -----Original message-----  Hello,  when starting Warehouse xtra L 8.8 after installing Warehouse  Bill Cleaner studio shows problem code -9. Although the problem code  in  Your FAQ is described, I would like to ask anyway.  process  After  the just completed installation of Warehouse Bill Cleaner Studio  at the  then run Warehouse Xtra L the note with the problem code  -9.  Since after the installation of Bill Studio the program Warehouse Xtra  L.  8.8 was started the problem in my opinion is with the bill  Cleaner studio that has any installation files for Warehouse xtra L 8.8  ""shot"".  I know my question next to Warehouse Xtra L 8.8  also use Bill studio ?.  Sincerely yours ",when starting Warehouse xtra L 8.8 after installing Warehouse  Bill Cleaner studio shows problem code -9. 
362,76,"I followed all the instructions dutifully (folder files etc. (the .dll file didn't exist (anymore?)) and deleted everything and reinstalled everything).
 
No chance. Always the same problem code -9 ....
 
I would have liked to have used the upgrade option, but as you know, I never get there with this error because the program crashes every time it is run (for your information!) !!!
 
Up until now I couldn't download a patch either - despite registering the serial number (nothing was displayed there for SC 20)!
 
Well then suddenly a (new?) Patch was to be seen ... everything very, very strange about your company, I have to say (as a customer I am not at all satisfied with the current company policy !!!). Why is only the current patch displayed as a maximum - always only for registered software? Yes, I know - the bad pirates - as a paying customer you will soon drive me into the arms of the pirates with your constantly (!!!) faulty software ... instead of tampering with your own customers, Warehouse should rethink and reward its own customers ( at least with perfect software) !!!
 
The patch has now been downloaded and, hopefully, its installation carried out (even afterwards directly from the program folder of the already installed SC20 Ultimate). Then came the next joke ... it has already been discussed a lot on the Internet that this ominous problem code -9 error is actually a copy protection matter for your company ... but stupid if you install from the original CD and then such an error gets....
 
I have attached the latest joke to you as a gif ....
 
I have no idea what your company has programmed with the SC 20 (Ultimate), but it is definitely not software that can be installed and run without problems ...
 
I've been ""in business"" for about 30 years now, but you are really about to take the top spot in the history of the worst software program !!!
 
 
And now please do not say that I should uninstall ALL warehouse programs (also previously running normally) BEFORE installing SC20 and / or close firewall + antivirus software etc. pp ..... where are we?
 
Something like that in this day and age? And at the same time, Warehouse demands to be online all the time? !!
You have a ""simple"" statistics program ... no office suite or super game etc ... and all of these are installed on the side while surfing or chatting on the Internet and listening to music ... and everything works immediately and without any problems ... and if not, it will be fixed with an update ... you haven't been able to fix the division problem of the SC19 there until today ?!
 
I am really excited about the ACTUAL solution to the current SC20 error ... hopefully I will experience the solution again and not get a stroke beforehand
 
(and another ruined weekend through Warehouse !!!)
 
 
 
With best regards ",Always the same problem code -9 .... 
363,71,"Your message:  My program is: Another WAREHOUSE program or general inquiry  As already discussed by phone:  Sales Xtra L 8.8: Stagnant from the side  Error occurs with highly segmented (4,526 x 4,504) material.  Here are another 134 required characters ",Sales Xtra L 8.8: Stagnant from the side 
364,71,"Dear Sirs,  I have already done all of the above without success.  The error persists.  Greeting,  -----Original message-----  The display of EMVX1 processes that were imported with Sales Xtra L 5,  stops as soon as you calculate two lines against each other. All drivers are  definitely installed and the pc has just been formatted.  Comparable  my old Tiffey B88 generated a smooth billing. Of the  In terms of performance, this is not possible - hence the customer service. My  first theory was that it was due to the calculation settings,  What  She proved wrong, however. Here is the link to the forum. There was  me  Accused of too bad a processor, giving me your data sheet and  Catch himself proved the opposite.  Forum:  http://www.warehouse.info/de/berechnungsoptions-haben-fluss-zum-stocken.tipps.78 [..]  Data sheet:  http://www.salesxtra-l.com/de/helpdesk/kontakt.26.html  Thank you for  Your help. ","The display of EMVX1 processes that were imported with Sales Xtra L 5,  stops as soon as you calculate two lines against each other. "
365,71,"Dear Mr. Meyer,  the problems just don't stop. Ark  I now make a backup DW or RW, the billing stops.  The beginning of the process  still works. As soon as the first data or functions are used  the process starts to stall. The loading bar is not running  continuously  continue.  Kind regards ",As soon as the first data or functions are used  the process starts to stall. 
366,71,"Dear warehouse team,  I ask for your help!  I have mine  Warehouse Sales Firstclass 19 Ultimate bought and a data scanner \ ""Systech MTX BT  054 VE (CWVEMX) \ ""  If I want to process the warehouse processes like that  the processes are very tight so that processing is almost impossible  is possible.  What can I do to save myself a processing PC ???  (Costs a lot of money)  Thank you for your reply.  Sincerely yours, ",If I want to process the warehouse processes like that  the processes are very strong so that processing is almost impossible  is possible. 
